0,985.775
1,1077.93
2,1302.17
3,1041.65
4,1128.24
5,888.009
6,1027.35
7,1036.29
8,837.135
9,931.047
10,883.264
11,696.743
12,648.916
13,559.325
14,745.641
15,699.41
16,562.292
17,800.013
18,712.631
19,617.272
20,713.342
21,570.732
22,605.646
23,661.678
24,668.321
25,1327.04
26,906.378
27,1014.91
28,897.209
29,747.995
30,935.896
31,799.425
32,983.375
33,656.659
34,984.669
35,940.132
36,806.044
37,740.495
38,1021.71
39,877.714
40,779.645
41,823.368
42,755.719
43,875.322
44,930.203
45,800.446
46,699.881
47,785.35
48,746.489
49,657.456
50,885.123
51,843.238
52,950.243
53,799.291
54,853.409
55,610.588
56,569.568
57,807.778
58,828.051
59,796.648
60,991.563
61,903.316
62,969.636
63,1091.37
64,976.619
65,1025.24
66,973.23
67,982.482
68,1032.17
69,977.477
70,889.99
71,787.881
72,606.113
73,503.932
74,611.573
75,504.953
76,512.141
77,732.685
78,555.647
79,741.104
80,776.013
81,832.739
82,744.107
83,515.9
84,368.911
85,334.523
86,327.21
87,242.003
88,152.319
