0,7.8
1,7.9
2,10.9
3,10.1
4,8.8
5,9.3
6,8.6
7,9.4
8,10.6
9,9.6
10,8.7
11,10.2
12,9.7
13,10.8
14,13.1
15,9.4
16,9.9
17,10.4
18,10.3
19,12.7
20,12.7
21,13.8
22,11.8
23,12.6
24,10.4
25,12
26,14.4
27,12.8
28,10.6
29,11.6
30,13.2
31,13
32,14.4
33,12.8
34,14.2
35,15.5
36,13.7
37,11.5
38,13.2
39,14
40,13
41,15.4
42,15
43,16.5
44,17.6
45,13.6
46,14.3
47,17.8
48,18.5
49,14.6
50,16.9
51,16.6
52,18.4
53,18.1
54,15.2
55,16.5
56,19.1
57,19.1
58,18.3
59,17.9
60,22.6
61,17.6
62,21.6
63,14.9
64,21.7
65,23
66,20
67,21.8
68,18.7
69,23.3
70,21.4
71,19.9
72,18.6
73,23.3
74,20.3
75,21.1
76,24.7
77,20.6
78,23.6
79,22.2
80,21.8
81,25.4
82,22
83,24.3
84,22.5
85,22.5
86,24
87,19
88,19.8
