0,1.4219
1,1.34194
2,1.38323
3,1.32286
4,1.42452
5,1.32452
6,1.42013
7,1.44591
8,1.36778
9,1.33667
10,1.4575
11,1.375
12,1.40615
13,1.3419
14,1.34702
15,1.3044
16,1.44222
17,1.3768
18,1.33516
19,1.44452
20,1.29512
21,1.37595
22,1.25893
23,1.525
24,1.27313
25,1.43667
26,1.3624
27,1.37258
28,1.34036
29,1.41754
30,1.37687
31,1.37286
32,1.51091
33,1.41056
34,1.33167
35,1.325
36,1.39751
37,1.31762
38,1.30714
39,1.37857
40,1.26345
41,1.42536
42,1.30433
43,1.38421
44,1.3469
45,1.46476
46,1.41831
47,1.37488
48,1.51643
49,1.3469
50,1.41032
51,1.30179
52,1.40087
53,1.23845
54,1.24246
55,1.28036
56,1.28222
57,1.37135
58,1.30552
59,1.525
60,1.40841
61,1.27333
62,1.49722
63,1.35286
64,1.31306
65,1.36024
66,1.31643
67,1.28599
68,1.40976
69,1.46488
70,1.26286
71,1.37583
72,1.30485
73,1.32279
74,1.42119
75,1.33437
76,1.3081
77,1.37056
78,1.24107
79,1.32429
80,1.29127
81,1.34381
82,1.55214
83,1.365
84,1.32667
85,1.36667
86,1.46667
87,NaN
88,NaN
