0,1.3482
1,1.38906
2,1.35111
3,1.33265
4,1.4073
5,1.30686
6,1.43908
7,1.39584
8,1.37245
9,1.36794
10,1.37063
11,1.32399
12,1.41958
13,1.42004
14,1.38935
15,1.34462
16,1.42878
17,1.38179
18,1.47483
19,1.31911
20,1.37309
21,1.47973
22,1.35292
23,1.3185
24,1.41537
25,1.37748
26,1.42194
27,1.35117
28,1.3898
29,1.45114
30,1.30283
31,1.39292
32,1.41306
33,1.37812
34,1.422
35,1.31795
36,1.36454
37,1.41761
38,1.40529
39,1.37955
40,1.38475
41,1.444
42,1.39081
43,1.36322
44,1.46561
45,1.42654
46,1.44088
47,1.43438
48,1.40502
49,1.5081
50,1.43019
51,1.37815
52,1.49135
53,1.39846
54,1.39731
55,1.46742
56,1.46642
57,1.50398
58,1.50334
59,1.49016
60,1.42843
61,1.44272
62,1.46507
63,1.45295
64,1.41662
65,1.42224
66,1.44971
67,1.42372
68,1.40547
69,1.40648
70,1.45219
71,1.4529
72,1.3939
73,1.43697
74,1.47625
75,1.45648
76,1.44399
77,1.49424
78,1.49956
79,1.47411
80,1.4672
81,1.44922
82,1.39529
83,1.50712
84,1.44242
85,1.49701
86,1.50363
87,1.52831
88,1.46469
