0,NaN
1,1.34833
2,1.37167
3,1.27667
4,1.53667
5,NaN
6,1.39
7,1.315
8,1.35774
9,1.415
10,1.31667
11,1.50333
12,NaN
13,1.37024
14,1.365
15,NaN
16,1.22
17,NaN
18,1.47667
19,1.29833
20,1.20429
21,1.19167
22,NaN
23,1.20357
24,NaN
25,NaN
26,1.35667
27,1.46667
28,1.36
29,1.57583
30,1.34833
31,1.475
32,NaN
33,NaN
34,NaN
35,1.5
36,1.645
37,1.49833
38,1.40667
39,1.24762
40,1.41083
41,1.37667
42,1.36389
43,NaN
44,1.46762
45,1.15833
46,1.22429
47,1.30833
48,NaN
49,1.24214
50,NaN
51,1.34
52,1.48333
53,1.41
54,1.39381
55,1.475
56,NaN
57,1.3969
58,1.39
59,1.25167
60,1.4225
61,NaN
62,NaN
63,NaN
64,1.49857
65,1.29452
66,1.35333
67,1.37167
68,1.36881
69,1.33357
70,1.36333
71,1.17917
72,1.44
73,1.52667
74,1.38333
75,NaN
76,NaN
77,1.42667
78,1.23952
79,1.33429
80,NaN
81,NaN
82,1.26167
83,NaN
84,NaN
85,NaN
86,NaN
87,NaN
88,NaN
