0,6.6
1,6.2
2,6
3,5.3
4,6
5,6.1
6,6.4
7,6.3
8,5.7
9,6
10,4.7
11,6
12,6.6
13,6.5
14,5.6
15,6.3
16,5.3
17,5.3
18,5.8
19,6.6
20,6
21,4.7
22,5
23,6.9
24,6.3
25,5.7
26,5.4
27,6.3
28,5.1
29,5.1
30,6.3
31,6.9
32,6.6
33,6.7
34,5
35,6.2
36,5.9
37,5.8
38,6.3
39,6.1
40,6.6
41,5.9
42,5.7
43,5.8
44,5.7
45,4.8
46,5.7
47,5.9
48,6.5
49,5.5
50,5.7
51,5.8
52,6.1
53,6.2
54,5.5
55,4.8
56,5.2
57,5
58,6.3
59,5.1
60,5.3
61,6.4
62,6
63,4.9
64,6.8
65,6.5
66,5.8
67,7
68,6.8
69,5.4
70,5.5
71,5.8
72,6.4
73,5.5
74,5.3
75,6.1
76,5.4
77,5.4
78,4.9
79,6.2
80,4.8
81,5.1
82,4.1
83,3.8
84,3.2
85,2.7
86,2.4
87,1.5
88,1.4
