0,79
1,86
2,92
3,95
4,94
5,93
6,95
7,97
8,98
9,99
10,100
11,100
12,103
13,102
14,104
15,105
16,106
17,107
18,108
19,113
20,111
21,112
22,114
23,115
24,118
25,121
26,120
27,121
28,123
29,124
30,123
31,126
32,128
33,127
34,129
35,132
36,132
37,134
38,134
39,134
40,139
41,137
42,139
43,141
44,142
45,144
46,146
47,146
48,146
49,150
50,149
51,151
52,152
53,153
54,154
55,156
56,157
57,159
58,159
59,161
60,161
61,163
62,164
63,165
64,166
65,169
66,171
67,171
68,173
69,175
70,175
71,176
72,177
73,178
74,178
75,181
76,182
77,183
78,184
79,184
80,186
81,189
82,189
83,190
84,191
85,194
86,193
87,196
88,195
