0,78
1,86
2,93
3,94
4,96
5,95
6,94
7,96
8,94
9,98
10,98
11,101
12,102
13,102
14,102
15,106
16,106
17,109
18,109
19,110
20,112
21,113
22,113
23,115
24,118
25,117
26,118
27,121
28,120
29,123
30,126
31,125
32,128
33,128
34,128
35,129
36,130
37,133
38,132
39,135
40,136
41,136
42,136
43,140
44,142
45,143
46,144
47,146
48,146
49,146
50,147
51,151
52,152
53,152
54,156
55,154
56,157
57,158
58,159
59,161
60,163
61,163
62,165
63,165
64,168
65,167
66,169
67,169
68,172
69,175
70,173
71,175
72,176
73,177
74,180
75,178
76,183
77,183
78,183
79,186
80,186
81,187
82,187
83,191
84,193
85,194
86,194
87,197
88,197
