0,40
1,40
2,40
3,40
4,41
5,40
6,39
7,40
8,40
9,41
10,41
11,40
12,41
13,40
14,39
15,40
16,39
17,40
18,40
19,41
20,41
21,40
22,42
23,40
24,41
25,40
26,42
27,41
28,40
29,40
30,40
31,40
32,41
33,39
34,41
35,41
36,40
37,41
38,40
39,40
40,41
41,40
42,39
43,40
44,41
45,39
46,41
47,40
48,41
49,40
50,39
51,41
52,41
53,41
54,40
55,39
56,41
57,40
58,41
59,40
60,40
61,40
62,39
63,41
64,42
65,42
66,40
67,41
68,40
69,41
70,42
71,40
72,40
73,40
74,39
75,40
76,40
77,40
78,40
79,38
80,34
81,31
82,27
83,24
84,20
85,18
86,14
87,10
88,8
