0,1.21079
1,1.295
2,NaN
3,1.275
4,1.31833
5,1.47452
6,1.39333
7,1.32167
8,1.39762
9,1.32429
10,1.61167
11,1.40333
12,1.585
13,NaN
14,1.42
15,1.3131
16,1.37417
17,1.515
18,1.17262
19,1.48333
20,1.2875
21,1.29048
22,1.60833
23,1.41381
24,1.46333
25,1.415
26,1.36524
27,1.21667
28,1.32167
29,1.3369
30,1.44381
31,1.42571
32,NaN
33,1.50333
34,1.31
35,NaN
36,1.24619
37,1.36595
38,1.40167
39,1.38333
40,1.46417
41,1.51667
42,1.28524
43,1.42333
44,1.445
45,1.31786
46,1.31833
47,1.13
48,1.29524
49,1.29619
50,1.36167
51,1.29262
52,1.33333
53,1.32286
54,1.27667
55,NaN
56,1.50667
57,1.47
58,1.28833
59,1.30167
60,1.37
61,1.42119
62,1.28167
63,1.22333
64,1.27333
65,1.32786
66,1.18
67,1.30071
68,1.33167
69,1.28167
70,1.42381
71,1.38167
72,1.39167
73,1.43833
74,1.53167
75,1.24
76,1.53333
77,1.28
78,1.32857
79,1.48333
80,1.365
81,1.375
82,NaN
83,1.36667
84,NaN
85,NaN
86,NaN
87,NaN
88,NaN
