0,NaN
1,1.42
2,1.4075
3,1.24833
4,1.44286
5,NaN
6,1.31167
7,1.33
8,NaN
9,1.26667
10,NaN
11,1.50952
12,1.33
13,1.365
14,1.45333
15,NaN
16,NaN
17,NaN
18,1.32262
19,1.505
20,NaN
21,1.56667
22,NaN
23,1.41857
24,1.39333
25,1.42361
26,1.3973
27,1.475
28,1.35667
29,1.21167
30,1.51667
31,1.38333
32,NaN
33,1.47714
34,NaN
35,1.315
36,1.41833
37,1.42917
38,NaN
39,1.41714
40,1.27667
41,1.31333
42,1.23333
43,1.32667
44,1.31
45,1.31167
46,1.35167
47,1.37833
48,1.30119
49,1.33167
50,1.285
51,1.3025
52,1.38833
53,NaN
54,1.285
55,1.34726
56,1.39167
57,1.49024
58,1.45238
59,1.45444
60,1.44
61,1.55333
62,1.45667
63,1.44881
64,1.38167
65,1.59286
66,1.36476
67,1.385
68,1.47381
69,1.415
70,1.36667
71,1.32389
72,1.4119
73,1.31667
74,1.31167
75,1.34167
76,NaN
77,1.16762
78,1.295
79,1.43667
80,1.37071
81,1.43667
82,1.39
83,NaN
84,NaN
85,NaN
86,NaN
87,NaN
88,NaN
