0,NaN
1,NaN
2,NaN
3,NaN
4,NaN
5,1.4
6,NaN
7,NaN
8,NaN
9,NaN
10,NaN
11,NaN
12,NaN
13,NaN
14,NaN
15,NaN
16,1.30667
17,1.46667
18,1.44167
19,NaN
20,NaN
21,NaN
22,1.51667
23,NaN
24,NaN
25,NaN
26,NaN
27,1.375
28,NaN
29,1.39167
30,NaN
31,NaN
32,NaN
33,NaN
34,NaN
35,NaN
36,1.275
37,NaN
38,NaN
39,NaN
40,NaN
41,NaN
42,1.35
43,NaN
44,NaN
45,NaN
46,1.60833
47,NaN
48,NaN
49,NaN
50,NaN
51,NaN
52,NaN
53,NaN
54,NaN
55,NaN
56,NaN
57,NaN
58,NaN
59,1.49167
60,NaN
61,NaN
62,NaN
63,NaN
64,NaN
65,NaN
66,NaN
67,NaN
68,NaN
69,NaN
70,1.53333
71,NaN
72,NaN
73,NaN
74,1.18333
75,NaN
76,NaN
77,NaN
78,NaN
79,1.415
80,NaN
81,NaN
82,NaN
83,NaN
84,NaN
85,NaN
86,NaN
87,NaN
88,NaN
