0,6.3
1,5.9
2,5.1
3,6.4
4,5.8
5,6
6,7.1
7,5.7
8,7.1
9,6.2
10,5.1
11,6.3
12,5.9
13,5.7
14,5.6
15,5.3
16,5.6
17,7.5
18,5.8
19,4.5
20,5.9
21,5.4
22,5.9
23,5.2
24,6.2
25,6.2
26,5.9
27,7
28,5.7
29,5.5
30,5.9
31,5.1
32,5.6
33,6.1
34,5.8
35,5.2
36,5.6
37,6.2
38,6.3
39,5.9
40,6.6
41,5.6
42,6.3
43,6.2
44,6.7
45,6
46,5.4
47,7.1
48,5.2
49,7.1
50,6.3
51,5.5
52,6.2
53,5.8
54,6.6
55,5.3
56,6.5
57,6.6
58,5.6
59,5.4
60,6.6
61,4.4
62,5.7
63,6.2
64,6.3
65,6
66,5.5
67,5.9
68,5.4
69,5.7
70,5.2
71,6.5
72,6.2
73,7.5
74,6.4
75,7.7
76,6.2
77,5.9
78,6
79,6.2
80,5.2
81,5.1
82,3.8
83,4.2
84,3.6
85,2.9
86,2
87,1.6
88,1.3
