0,11.7
1,12.6
2,14.2
3,13.3
4,13.7
5,13.8
6,13.3
7,14.4
8,15.2
9,13.8
10,15.2
11,17
12,15.4
13,16.4
14,18.5
15,17.1
16,15.2
17,16.7
18,15.7
19,14.3
20,14.8
21,16.2
22,18.5
23,16.5
24,17
25,17.5
26,16.6
27,16.7
28,17.8
29,17
30,17.1
31,19.1
32,19.4
33,20.8
34,21.3
35,21.3
36,21.1
37,20.7
38,20.8
39,23.5
40,17.9
41,20.3
42,20.5
43,22.3
44,22.8
45,22.8
46,23.3
47,23.1
48,22.5
49,22.4
50,22.4
51,24.1
52,23.5
53,23.8
54,25.1
55,25.2
56,24.4
57,25
58,28
59,26.5
60,27.9
61,23.5
62,25.2
63,27.1
64,28.8
65,27.2
66,26.4
67,27.7
68,24.6
69,27.1
70,28.4
71,28.9
72,27.9
73,27.9
74,28.3
75,27.5
76,28.2
77,28.3
78,28.1
79,27.9
80,32.6
81,30
82,29.9
83,32.2
84,29.3
85,30.9
86,29.6
87,30.9
88,31.1
