0,40
1,41
2,41
3,39
4,41
5,40
6,40
7,40
8,41
9,40
10,41
11,40
12,40
13,41
14,40
15,41
16,40
17,40
18,41
19,41
20,40
21,40
22,41
23,40
24,40
25,39
26,39
27,41
28,40
29,40
30,41
31,42
32,40
33,41
34,40
35,40
36,40
37,40
38,40
39,41
40,40
41,39
42,40
43,40
44,40
45,41
46,40
47,41
48,40
49,40
50,40
51,41
52,40
53,40
54,40
55,40
56,40
57,40
58,41
59,40
60,40
61,41
62,40
63,41
64,39
65,40
66,41
67,41
68,41
69,40
70,41
71,40
72,41
73,40
74,40
75,40
76,40
77,42
78,40
79,38
80,34
81,31
82,28
83,24
84,20
85,17
86,14
87,10
88,7
