0,39
1,40
2,40
3,39
4,40
5,39
6,40
7,41
8,41
9,41
10,40
11,41
12,40
13,40
14,40
15,40
16,40
17,39
18,40
19,41
20,42
21,41
22,41
23,40
24,39
25,41
26,41
27,41
28,40
29,40
30,41
31,40
32,41
33,40
34,40
35,41
36,40
37,41
38,40
39,41
40,39
41,41
42,40
43,40
44,42
45,40
46,40
47,41
48,40
49,41
50,39
51,40
52,40
53,40
54,40
55,40
56,40
57,40
58,40
59,41
60,41
61,40
62,41
63,42
64,40
65,40
66,40
67,41
68,41
69,41
70,41
71,41
72,41
73,41
74,40
75,40
76,39
77,41
78,40
79,38
80,34
81,31
82,28
83,24
84,21
85,17
86,14
87,10
88,7
